1, C60, P13
4774, C30, P19
4775, C70, P7
4776, C82, P13
4777, C30, P10
4778, C84, P20
4779, C90, P4
4780, C16, P17
4781, C49, P5
4782, C40, P14
4783, C17, P4
4784, C80, P8
4785, C62, P4
4786, C55, P18
4787, C96, P3
4788, C50, P9
4789, C5, P4
4790, C98, P5
4791, C41, P16
4792, C55, P20
4793, C69, P10
4794, C4, P20
4795, C72, P20
4796, C1, P6
4797, C30, P15
4798, C64, P15
4799, C4, P15
4800, C41, P3
4801, C96, P15
4802, C56, P9
4803, C31, P19
4804, C78, P17
4805, C93, P17
4806, C47, P11
4807, C21, P14
4808, C53, P18
4809, C43, P7
4810, C49, P12
4811, C24, P11
4812, C71, P7
4813, C76, P15
4814, C96, P1
4815, C18, P11
4816, C27, P11
4817, C81, P5
4818, C37, P16
4819, C81, P2
4820, C92, P5
4821, C49, P14
4822, C69, P19
4823, C68, P6
4824, C5, P2
4825, C65, P20
4826, C12, P18
4827, C56, P17
4828, C1, P11
4829, C37, P4
4830, C18, P15
4831, C13, P9
4832, C53, P2
4833, C20, P8
4834, C42, P14
4835, C57, P1
4836, C29, P11
4837, C16, P9
4838, C5, P3
4839, C58, P15
4840, C32, P7
4841, C50, P7
4842, C55, P20
4843, C64, P1
4844, C55, P15
4845, C50, P13
4846, C12, P1
4847, C13, P10
4848, C63, P9
4849, C35, P15
4850, C22, P17
4851, C28, P7
4852, C13, P13
4853, C13, P15
4854, C49, P7
4855, C64, P13
4856, C95, P2
4857, C73, P3
4858, C66, P17
4859, C22, P12
4860, C88, P18
4861, C85, P19
4862, C40, P10
4863, C20, P19
4864, C72, P2
4865, C22, P18
4866, C48, P10
4867, C95, P7
4868, C6, P12
4869, C33, P15
4870, C63, P5
4871, C89, P9
4872, C90, P20
4873, C36, P8
4874, C44, P12
4875, C3, P10
4876, C1, P4
4877, C43, P15
4878, C22, P15
4879, C8, P20
4880, C42, P8
4881, C30, P7
4882, C13, P20
4883, C42, P5
4884, C27, P8
4885, C71, P3
4886, C90, P7
4887, C44, P13
4888, C33, P12
4889, C19, P6
4890, C97, P5
4891, C4, P17
4892, C52, P11
4893, C95, P15
4894, C97, P11
4895, C8, P10
4896, C41, P13
4897, C28, P20
4898, C9, P6
4899, C46, P20
4900, C36, P20
4901, C9, P5
4902, C53, P19
4903, C93, P14
4904, C16, P11
4905, C98, P12
4906, C99, P11
4907, C30, P19
4908, C78, P15
4909, C74, P5
4910, C52, P7
4911, C39, P14
4912, C54, P17
4913, C41, P3
4914, C59, P3
4915, C19, P20
4916, C97, P10
4917, C72, P7
4918, C83, P12
4919, C12, P15
4920, C89, P5
4921, C80, P13
4922, C88, P5
4923, C82, P17
4924, C100, P11
4925, C15, P7
4926, C19, P13
4927, C22, P7
4928, C76, P2
4929, C3, P3
4930, C55, P15
4931, C29, P5
4932, C80, P18
4933, C24, P20
4934, C57, P20
4935, C92, P2
4936, C58, P13
4937, C13, P8
4938, C49, P8
4939, C83, P10
4940, C31, P10
4941, C12, P11
4942, C60, P19
4943, C9, P6
4944, C77, P11
4945, C53, P15
4946, C81, P13
4947, C16, P4
4948, C35, P6
4949, C66, P17
4950, C33, P4
4951, C84, P5
4952, C37, P17
4953, C81, P17
4954, C13, P1
4955, C44, P3
4956, C63, P1
4957, C31, P3
4958, C39, P13
4959, C45, P1
4960, C40, P2
4961, C86, P19
4962, C98, P14
4963, C37, P19
4964, C7, P18
4965, C75, P4
4966, C40, P20
4967, C23, P4
4968, C64, P14
4969, C9, P17
4970, C32, P8
4971, C65, P2
4972, C92, P4
4973, C14, P10
4974, C67, P17
4975, C55, P7
4976, C97, P10
4977, C24, P11
4978, C26, P9
4979, C65, P11
4980, C47, P16
4981, C86, P5
4982, C16, P11
4983, C72, P13
4984, C100, P5
4985, C68, P4
4986, C54, P19
4987, C30, P1
4988, C38, P1
4989, C14, P17
4990, C63, P3
4991, C93, P16
4992, C13, P8
4993, C75, P15
4994, C70, P17
4995, C68, P19
4996, C75, P3
4997, C44, P12
4998, C92, P3
4999, C71, P7
5000, C74, P4
5001, C55, P3
5002, C3, P8
5003, C27, P13
5004, C57, P17
5005, C21, P18
5006, C27, P9
5007, C36, P20
5008, C15, P6
5009, C48, P16
5010, C82, P19
5011, C66, P4
5012, C95, P14
5013, C92, P13
5014, C89, P8
5015, C30, P10
5016, C29, P19
5017, C3, P19
5018, C68, P18
5019, C11, P18
5020, C59, P16
5021, C48, P16
5022, C56, P16
5023, C50, P12
5024, C22, P7
5025, C24, P8
5026, C60, P2
5027, C55, P11
5028, C30, P14
5029, C17, P11
5030, C47, P6
5031, C61, P10
5032, C87, P1
5033, C22, P8
5034, C99, P11
5035, C92, P11
5036, C1, P20
5037, C92, P18
5038, C69, P11
5039, C94, P8
5040, C82, P1
5041, C25, P6
5042, C56, P15
5043, C70, P13
5044, C38, P14
5045, C58, P2
5046, C3, P4
5047, C68, P6
5048, C76, P5
5049, C50, P17
5050, C55, P14
5051, C51, P13
5052, C50, P3
5053, C67, P4
5054, C91, P9
5055, C3, P16
5056, C95, P2
5057, C56, P14
5058, C35, P20
5059, C98, P4
5060, C4, P12
5061, C89, P13
5062, C39, P14
5063, C79, P11
5064, C16, P18
5065, C93, P6
5066, C37, P12
5067, C29, P20
5068, C92, P8
5069, C89, P14
5070, C36, P15
5071, C18, P7
5072, C88, P14
5073, C77, P12
5074, C14, P5
5075, C58, P20
5076, C47, P16
5077, C86, P6
5078, C93, P15
5079, C19, P20
5080, C96, P4
5081, C57, P3
5082, C90, P2
5083, C37, P9
5084, C76, P19
5085, C59, P6
5086, C72, P10
5087, C18, P10
5088, C96, P16
5089, C7, P11
5090, C85, P13
5091, C53, P7
5092, C76, P13
5093, C37, P6
5094, C25, P20
5095, C71, P1
5096, C83, P9
5097, C1, P1
5098, C29, P8
5099, C61, P9
5100, C8, P19
5101, C35, P7
5102, C25, P15
5103, C80, P18
5104, C7, P11
5105, C6, P11
5106, C46, P11
5107, C17, P20
5108, C28, P18
5109, C78, P18
5110, C35, P18
5111, C7, P10
5112, C48, P19
5113, C78, P1
5114, C56, P20
5115, C96, P13
5116, C8, P5
5117, C18, P5
5118, C15, P2
5119, C86, P11
5120, C52, P15
5121, C99, P1
5122, C99, P7
5123, C39, P5
5124, C54, P4
5125, C24, P10
5126, C27, P5
5127, C27, P12
5128, C57, P9
5129, C53, P12
5130, C89, P6
5131, C76, P17
5132, C96, P7
5133, C71, P3
5134, C78, P13
5135, C56, P17
5136, C13, P7
5137, C53, P18
5138, C18, P18
5139, C81, P14
5140, C60, P9
5141, C75, P2
5142, C64, P19
5143, C6, P20
5144, C43, P2
5145, C40, P6
5146, C14, P8
5147, C23, P18
5148, C94, P1
5149, C83, P2
5150, C54, P4
5151, C79, P17
5152, C3, P1
5153, C95, P8
5154, C57, P3
5155, C2, P18
5156, C16, P18
5157, C12, P2
5158, C71, P2
5159, C79, P13
5160, C82, P12
5161, C29, P8
5162, C71, P14
5163, C25, P12
5164, C86, P11
5165, C85, P7
5166, C32, P11
5167, C20, P9
5168, C34, P10
5169, C2, P18
5170, C81, P9
5171, C72, P7
5172, C16, P1
5173, C44, P12
5174, C11, P5
5175, C16, P14
5176, C46, P7
5177, C64, P16
5178, C16, P1
5179, C27, P10
5180, C10, P9
5181, C66, P17
5182, C26, P14
5183, C81, P3
5184, C15, P4
5185, C48, P4
5186, C35, P14
5187, C10, P4
5188, C52, P1
5189, C75, P7
5190, C28, P1
5191, C61, P10
5192, C76, P18
5193, C66, P1
5194, C93, P16
5195, C27, P15
5196, C73, P18
5197, C68, P8
5198, C37, P5
5199, C5, P9
5200, C96, P13
5201, C78, P16
5202, C84, P17
5203, C83, P6
5204, C76, P11
5205, C10, P5
5206, C3, P9
5207, C43, P2
5208, C85, P20
5209, C76, P18
5210, C14, P9
5211, C11, P11
5212, C86, P16
5213, C38, P6
5214, C71, P19
5215, C22, P6
5216, C54, P17
5217, C55, P4
5218, C95, P11
5219, C37, P16
5220, C73, P13
5221, C29, P10
5222, C13, P18
5223, C23, P8
5224, C43, P20
5225, C56, P10
5226, C46, P11
5227, C53, P18
5228, C7, P12
5229, C31, P4
5230, C62, P5
5231, C42, P11
5232, C29, P16
5233, C28, P19
5234, C75, P7
5235, C82, P6
5236, C58, P10
5237, C29, P16
5238, C98, P14
5239, C67, P13
5240, C29, P15
5241, C12, P20
5242, C18, P9
5243, C40, P17
5244, C16, P20
5245, C60, P17
5246, C24, P16
5247, C14, P20
5248, C53, P4
5249, C13, P10
5250, C66, P9
5251, C51, P16
5252, C7, P19
5253, C37, P3
5254, C16, P6
5255, C80, P12
5256, C41, P9
5257, C16, P18
5258, C2, P8
5259, C99, P17
5260, C86, P19
5261, C40, P9
5262, C31, P18
5263, C89, P6
5264, C27, P4
5265, C8, P16
5266, C23, P15
5267, C80, P20
5268, C61, P6
5269, C47, P19
5270, C8, P20
5271, C70, P13
5272, C79, P10
5273, C55, P17
5274, C95, P20
5275, C44, P8
5276, C28, P7
5277, C67, P19
5278, C9, P20
5279, C75, P2
5280, C52, P2
5281, C76, P14
5282, C24, P13
5283, C42, P8
5284, C90, P11
5285, C75, P13
5286, C44, P17
5287, C45, P8
5288, C96, P17
5289, C33, P9
5290, C78, P1
5291, C6, P8
5292, C67, P2
5293, C79, P3
5294, C73, P20
5295, C10, P17
5296, C47, P18
5297, C27, P10
5298, C73, P15
5299, C77, P9
5300, C81, P11
5301, C67, P12
5302, C71, P6
5303, C62, P20
5304, C45, P4
5305, C78, P3
5306, C69, P12
5307, C76, P19
5308, C40, P4
5309, C75, P16
5310, C22, P11
5311, C67, P8
5312, C16, P16
5313, C63, P9
5314, C31, P11
5315, C41, P16
5316, C41, P3
5317, C81, P8
5318, C65, P1
5319, C45, P4
5320, C37, P2
5321, C5, P15
5322, C93, P11
5323, C7, P17
5324, C63, P19
5325, C79, P3
5326, C9, P15
5327, C16, P17
5328, C95, P9
5329, C57, P9
5330, C72, P14
5331, C83, P1
5332, C88, P19
5333, C35, P9
5334, C29, P11
5335, C52, P1
5336, C70, P1
5337, C47, P2
5338, C78, P1
5339, C63, P2
5340, C100, P14
5341, C88, P14
5342, C45, P8
5343, C87, P5
5344, C63, P1
5345, C72, P16
5346, C89, P20
5347, C82, P9
5348, C74, P14
5349, C48, P11
5350, C49, P19
5351, C82, P5
5352, C94, P7
5353, C54, P7
5354, C9, P2
5355, C94, P6
5356, C34, P8
5357, C33, P12
5358, C36, P20
5359, C15, P18
5360, C95, P10
5361, C60, P12
5362, C73, P3
5363, C60, P17
5364, C43, P5
5365, C70, P10
5366, C37, P18
5367, C82, P20
5368, C43, P6
5369, C89, P12
5370, C52, P2
5371, C48, P19
5372, C50, P11
5373, C66, P5
5374, C42, P13
5375, C76, P14
5376, C33, P12
5377, C24, P4
5378, C54, P4
5379, C98, P19
5380, C41, P11
5381, C4, P4
5382, C27, P9
5383, C82, P6
5384, C30, P5
5385, C79, P11
5386, C80, P2
5387, C98, P4
5388, C99, P16
5389, C55, P6
5390, C54, P7
5391, C78, P12
5392, C79, P13
5393, C69, P16
5394, C6, P15
5395, C19, P11
5396, C45, P5
5397, C5, P15
5398, C63, P16
5399, C10, P3
5400, C62, P6
5401, C39, P13
5402, C39, P9
5403, C61, P19
5404, C72, P3
5405, C72, P16
5406, C14, P18
5407, C83, P15
5408, C78, P20
5409, C15, P11
5410, C86, P10
5411, C96, P13
5412, C7, P15
5413, C10, P17
5414, C69, P12
5415, C95, P4
5416, C1, P1
5417, C43, P7
5418, C25, P3
5419, C87, P13
5420, C99, P13
5421, C63, P17
5422, C30, P7
5423, C95, P3
5424, C68, P17
5425, C45, P5
5426, C88, P20
5427, C88, P13
5428, C20, P16
5429, C37, P19
5430, C78, P3
5431, C65, P19
5432, C93, P20
5433, C96, P19
5434, C47, P2
5435, C47, P10
5436, C87, P15
5437, C60, P19
5438, C32, P15
5439, C83, P3
5440, C48, P3
5441, C76, P7
5442, C15, P15
5443, C47, P18
5444, C66, P15
5445, C58, P5
5446, C32, P5
5447, C47, P5
5448, C5, P10
5449, C19, P9
5450, C53, P17
5451, C84, P9
5452, C79, P7
5453, C4, P14
5454, C11, P5
5455, C48, P3
5456, C29, P6
5457, C1, P13
5458, C19, P13
5459, C59, P14
5460, C72, P13
5461, C86, P9
5462, C47, P12
5463, C95, P6
5464, C28, P18
5465, C46, P2
5466, C50, P16
5467, C27, P7
5468, C1, P5
5469, C19, P2
5470, C31, P17
5471, C94, P13
5472, C3, P10
5473, C36, P10
5474, C27, P9
5475, C4, P6
5476, C57, P6
5477, C53, P12
5478, C77, P3
5479, C7, P1
5480, C54, P10
5481, C26, P16
5482, C45, P2
5483, C75, P18
5484, C74, P12
5485, C69, P20
5486, C73, P4
5487, C81, P19
5488, C47, P6
5489, C6, P5
5490, C53, P9
5491, C47, P2
5492, C2, P17
5493, C30, P2
5494, C72, P5
5495, C90, P8
5496, C98, P16
5497, C2, P11
5498, C73, P5
5499, C49, P20
5500, C85, P8
5501, C63, P12
5502, C44, P10
5503, C11, P12
5504, C12, P17
5505, C59, P17
5506, C99, P8
5507, C14, P3
5508, C88, P4
5509, C21, P4
5510, C75, P10
5511, C22, P3
5512, C17, P8
5513, C32, P15
5514, C12, P13
5515, C23, P6
5516, C78, P13
5517, C87, P20
5518, C28, P15
5519, C16, P19
5520, C81, P10
5521, C87, P6
5522, C65, P10
5523, C66, P2
5524, C62, P19
5525, C26, P11
5526, C99, P19
5527, C12, P11
5528, C81, P20
5529, C76, P11
5530, C71, P15
5531, C76, P1
5532, C10, P15
5533, C86, P5
5534, C49, P15
5535, C47, P14
5536, C100, P1
5537, C68, P5
5538, C24, P6
5539, C15, P18
5540, C84, P1
5541, C11, P7
5542, C40, P19
5543, C12, P6
5544, C53, P18
5545, C83, P2
5546, C15, P16
5547, C73, P20
5548, C37, P13
5549, C63, P20
5550, C38, P19
5551, C95, P18
5552, C29, P19
5553, C28, P2
5554, C67, P8
5555, C86, P5
5556, C16, P9
5557, C61, P8
5558, C30, P1
5559, C92, P14
5560, C70, P16
5561, C35, P3
5562, C4, P3
5563, C92, P3
5564, C54, P9
5565, C64, P12
5566, C67, P7
5567, C93, P6
5568, C3, P1
5569, C72, P12
5570, C16, P19
5571, C99, P12
5572, C74, P20
5573, C59, P7
5574, C66, P9
5575, C34, P8
5576, C28, P13
5577, C99, P16
5578, C83, P10
5579, C88, P19
5580, C93, P15
5581, C56, P10
5582, C98, P18
5583, C11, P18
5584, C57, P14
5585, C29, P19
5586, C92, P17
5587, C22, P15
5588, C59, P16
5589, C45, P4
5590, C11, P12
5591, C29, P17
5592, C96, P11
5593, C24, P10
5594, C1, P11
5595, C5, P16
5596, C43, P11
5597, C48, P19
5598, C95, P9
5599, C26, P9
5600, C95, P3
5601, C38, P6
5602, C59, P3
5603, C75, P17
5604, C75, P10
5605, C91, P4
5606, C94, P3
5607, C6, P2
5608, C41, P2
5609, C17, P16
5610, C44, P20
5611, C40, P14
5612, C47, P4
5613, C44, P8
5614, C81, P11
5615, C48, P15
5616, C16, P19
5617, C5, P6
5618, C63, P1
5619, C91, P15
5620, C55, P11
5621, C86, P5
5622, C79, P15
5623, C29, P2
5624, C7, P18
5625, C80, P19
5626, C91, P4
5627, C88, P11
5628, C11, P1
5629, C48, P18
5630, C68, P19
5631, C49, P3
5632, C32, P3
5633, C34, P1
5634, C53, P14
5635, C37, P2
5636, C27, P20
5637, C90, P19
5638, C81, P20
5639, C26, P12
5640, C44, P7
5641, C96, P14
5642, C40, P2
5643, C69, P4
5644, C22, P13
5645, C85, P8
5646, C83, P4
5647, C24, P20
5648, C49, P4
5649, C56, P2
5650, C58, P10
5651, C29, P2
5652, C86, P10
5653, C6, P18
5654, C16, P6
5655, C82, P6
5656, C80, P5
5657, C40, P11
5658, C23, P3
5659, C29, P15
5660, C41, P9
5661, C14, P1
5662, C36, P5
5663, C81, P9
5664, C54, P11
5665, C56, P3
5666, C100, P13
5667, C61, P7
5668, C73, P9
5669, C90, P14
5670, C50, P9
5671, C57, P3
5672, C53, P1
5673, C65, P9
5674, C30, P10
5675, C55, P1
5676, C44, P3
5677, C48, P2
5678, C25, P8
5679, C27, P12
5680, C27, P15
5681, C82, P6
5682, C94, P3
5683, C86, P11
5684, C96, P8
5685, C12, P18
5686, C42, P5
5687, C87, P17
5688, C60, P20
5689, C38, P10
5690, C15, P11
5691, C90, P17
5692, C43, P6
5693, C67, P1
5694, C20, P5
5695, C85, P19
5696, C31, P9
5697, C63, P1
5698, C64, P4
5699, C21, P13
5700, C69, P13
5701, C64, P9
5702, C98, P19
5703, C25, P4
5704, C36, P14
5705, C66, P16
5706, C85, P5
5707, C91, P20
5708, C47, P4
5709, C79, P7
5710, C40, P10
5711, C51, P19
5712, C89, P16
5713, C55, P12
5714, C44, P1
5715, C8, P4
5716, C18, P4
5717, C72, P13
5718, C65, P16
5719, C23, P13
5720, C59, P18
5721, C59, P10
5722, C73, P12
5723, C29, P12
5724, C54, P13
5725, C84, P9
5726, C37, P10
5727, C3, P2
5728, C65, P4
5729, C35, P12
5730, C79, P1
5731, C18, P9
5732, C87, P3
5733, C83, P14
5734, C2, P7
5735, C95, P10
5736, C51, P19
5737, C10, P17
5738, C20, P2
5739, C33, P16
5740, C85, P15
5741, C3, P10
5742, C27, P8
5743, C34, P5
5744, C95, P7
5745, C55, P13
5746, C41, P19
5747, C55, P14
5748, C78, P10
5749, C56, P18
5750, C98, P10
5751, C59, P2
5752, C10, P19
5753, C76, P5
5754, C31, P8
5755, C82, P8
5756, C73, P6
5757, C85, P18
5758, C44, P14
5759, C49, P3
5760, C72, P7
5761, C7, P19
5762, C18, P14
5763, C24, P5
5764, C20, P20
5765, C60, P15
5766, C76, P4
5767, C32, P9
5768, C47, P1
5769, C52, P12
5770, C45, P7
5771, C53, P19
5772, C38, P5
5773, C81, P19
5774, C18, P12
5775, C24, P9
5776, C88, P16
5777, C68, P17
5778, C97, P9
5779, C23, P17
5780, C86, P16
5781, C1, P13
5782, C99, P12
5783, C100, P5
5784, C30, P18
5785, C25, P9
5786, C5, P4
5787, C34, P1
5788, C1, P19
5789, C27, P6
5790, C87, P5
5791, C25, P16
5792, C50, P4
5793, C28, P6
5794, C55, P16
5795, C14, P17
5796, C50, P8
5797, C38, P13
5798, C47, P19
5799, C3, P8
5800, C49, P13
5801, C26, P17
5802, C21, P8
5803, C57, P14
5804, C17, P5
5805, C23, P10
5806, C71, P6
5807, C16, P6
5808, C6, P7
5809, C95, P20
5810, C94, P19
5811, C99, P20
5812, C40, P10
5813, C36, P11
5814, C48, P7
5815, C1, P4
5816, C70, P19
5817, C82, P11
5818, C27, P14
5819, C74, P8
5820, C36, P11
5821, C44, P6
5822, C5, P2
5823, C65, P15
5824, C44, P16
5825, C39, P2
5826, C21, P12
5827, C4, P5
5828, C30, P11
5829, C77, P16
5830, C80, P11
5831, C98, P12
5832, C5, P18
5833, C63, P13
5834, C14, P2
5835, C31, P15
5836, C45, P9
5837, C59, P12
5838, C67, P14
5839, C26, P7
5840, C33, P5
5841, C6, P13
5842, C24, P3
5843, C51, P5
5844, C31, P19
5845, C7, P14
5846, C34, P16
5847, C70, P2
5848, C32, P10
5849, C91, P3
5850, C16, P9
5851, C23, P18
5852, C96, P16
5853, C58, P17
5854, C15, P10
5855, C69, P2
5856, C62, P2
5857, C81, P16
5858, C81, P16
5859, C86, P12
5860, C9, P19
5861, C63, P18
5862, C53, P12
5863, C2, P4
5864, C42, P16
5865, C59, P13
5866, C27, P6
5867, C27, P8
5868, C86, P17
5869, C43, P14
5870, C67, P12
5871, C51, P4
5872, C86, P5
5873, C45, P13
5874, C32, P13
5875, C54, P19
5876, C4, P6
5877, C47, P15
5878, C97, P17
5879, C88, P17
5880, C11, P17
5881, C23, P14
5882, C39, P15
5883, C79, P2
5884, C32, P8
5885, C25, P16
5886, C6, P14
5887, C98, P18
5888, C4, P8
5889, C81, P17
5890, C12, P12
5891, C98, P13
5892, C1, P14
5893, C12, P14
5894, C39, P18
5895, C15, P14
5896, C84, P7
5897, C24, P14
5898, C5, P17
5899, C25, P19
5900, C46, P16
5901, C48, P19
5902, C51, P6
5903, C67, P5
5904, C23, P9
5905, C95, P6
5906, C65, P9
5907, C1, P20
5908, C90, P19
5909, C76, P16
5910, C17, P19
5911, C91, P1
5912, C100, P18
5913, C52, P9
5914, C87, P20
5915, C45, P9
5916, C66, P19
5917, C45, P5
5918, C14, P12
5919, C27, P3
5920, C32, P6
5921, C61, P3
5922, C23, P5
5923, C28, P19
5924, C16, P8
5925, C88, P13
5926, C38, P12
5927, C87, P15
5928, C32, P8
5929, C82, P17
5930, C85, P3
5931, C49, P3
5932, C82, P1
5933, C22, P5
5934, C50, P16
5935, C100, P2
5936, C77, P2
5937, C63, P18
5938, C16, P4
5939, C42, P12
5940, C58, P19
5941, C65, P10
5942, C69, P9
5943, C77, P17
5944, C15, P16
5945, C30, P11
5946, C61, P18
5947, C68, P12
5948, C12, P1
5949, C34, P4
5950, C93, P20
5951, C67, P10
5952, C71, P20
5953, C55, P1
5954, C3, P11
5955, C99, P14
5956, C88, P8
5957, C74, P1
5958, C8, P13
5959, C54, P3
5960, C5, P1
5961, C95, P15
5962, C66, P6
5963, C63, P14
5964, C93, P17
5965, C51, P18
5966, C55, P14
5967, C56, P10
5968, C38, P15
5969, C30, P12
5970, C15, P17
5971, C72, P8
5972, C45, P17
5973, C2, P14
5974, C6, P3
5975, C63, P9
5976, C88, P19
5977, C33, P12
5978, C3, P9
5979, C79, P10
5980, C15, P17
5981, C45, P18
5982, C5, P9
5983, C7, P15
5984, C99, P20
5985, C44, P18
5986, C33, P6
5987, C48, P19
5988, C95, P14
5989, C93, P5
5990, C88, P17
5991, C94, P19
5992, C54, P1
5993, C95, P15
5994, C77, P20
5995, C90, P12
5996, C56, P17
5997, C66, P19
5998, C71, P15
5999, C43, P6
6000, C75, P20
6001, C89, P9
6002, C61, P11
6003, C71, P4
6004, C87, P16
6005, C50, P14
6006, C58, P11
6007, C48, P12
6008, C82, P17
6009, C29, P14
6010, C35, P16
6011, C21, P17
6012, C98, P4
6013, C5, P12
6014, C32, P10
6015, C2, P5
6016, C60, P19
6017, C15, P11
6018, C78, P6
6019, C22, P1
6020, C56, P17
6021, C55, P19
6022, C40, P4
6023, C71, P6
6024, C80, P1
6025, C28, P9
6026, C42, P13
6027, C83, P15
6028, C90, P1
6029, C30, P11
6030, C50, P1
6031, C78, P14
6032, C51, P7
6033, C35, P17
6034, C15, P7
6035, C3, P9
6036, C86, P17
6037, C15, P7
6038, C42, P1
6039, C18, P18
6040, C61, P12
6041, C15, P13
6042, C2, P17
6043, C54, P4
6044, C40, P6
6045, C6, P13
6046, C18, P7
6047, C63, P8
6048, C98, P17
6049, C31, P15
6050, C48, P6
6051, C52, P18
6052, C97, P16
6053, C40, P15
6054, C35, P9
6055, C61, P5
6056, C18, P10
6057, C96, P18
6058, C1, P12
6059, C18, P7
6060, C39, P5
6061, C94, P17
6062, C16, P13
6063, C54, P19
6064, C50, P5
6065, C99, P12
6066, C73, P5
6067, C18, P4
6068, C28, P17
6069, C82, P7
6070, C88, P6
6071, C22, P9
6072, C72, P14
6073, C4, P11
6074, C65, P19
6075, C92, P20
6076, C25, P12
6077, C43, P1
6078, C39, P5
6079, C31, P17
6080, C40, P18
6081, C73, P15
6082, C10, P7
6083, C65, P19
6084, C43, P17
6085, C75, P2
6086, C59, P17
6087, C1, P4
6088, C98, P8
6089, C2, P14
6090, C97, P18
6091, C64, P12
6092, C88, P8
6093, C39, P17
6094, C33, P14
6095, C28, P10
6096, C6, P7
6097, C79, P10
6098, C10, P8
6099, C12, P4
6100, C35, P9
6101, C62, P13
6102, C13, P6
6103, C87, P9
6104, C89, P16
6105, C6, P6
6106, C18, P5
6107, C80, P2
6108, C37, P2
6109, C27, P12
6110, C87, P17
6111, C46, P9
6112, C29, P9
6113, C35, P13
6114, C51, P2
6115, C77, P11
6116, C98, P4
6117, C48, P14
6118, C19, P15
6119, C43, P4
6120, C52, P12
6121, C81, P3
6122, C22, P7
6123, C61, P4
6124, C23, P10
6125, C47, P2
6126, C78, P2
6127, C1, P18
6128, C89, P12
6129, C66, P12
6130, C32, P19
6131, C54, P12
6132, C4, P10
6133, C91, P19
6134, C57, P2
6135, C11, P5
6136, C66, P2
6137, C26, P9
6138, C62, P8
6139, C95, P18
6140, C10, P1
6141, C31, P6
6142, C40, P16
6143, C45, P2
6144, C30, P5
6145, C13, P5
6146, C5, P8
6147, C18, P2
6148, C23, P12
6149, C87, P13
6150, C21, P3
6151, C22, P14
6152, C77, P19
6153, C99, P7
6154, C63, P19
6155, C51, P1
6156, C69, P5
6157, C64, P16
6158, C29, P3
6159, C58, P1
6160, C60, P2
6161, C32, P14
6162, C63, P8
6163, C40, P3
6164, C36, P20
6165, C51, P10
6166, C94, P1
6167, C28, P13
6168, C26, P14
6169, C69, P7
6170, C45, P12
6171, C28, P1
6172, C60, P7
6173, C100, P7
6174, C86, P15
6175, C4, P17
6176, C95, P3
6177, C45, P20
6178, C31, P9
6179, C45, P1
6180, C45, P14
6181, C22, P19
6182, C16, P10
6183, C71, P15
6184, C18, P4
6185, C46, P10
6186, C84, P9
6187, C83, P6
6188, C38, P5
6189, C58, P19
6190, C19, P12
6191, C78, P12
6192, C83, P16
6193, C84, P7
6194, C96, P8
6195, C67, P4
6196, C91, P5
6197, C77, P12
6198, C55, P12
6199, C29, P13
6200, C28, P13
6201, C81, P16
6202, C35, P14
6203, C100, P20
6204, C4, P15
6205, C97, P7
6206, C48, P14
6207, C73, P11
6208, C26, P6
6209, C62, P2
6210, C69, P1
6211, C45, P9
6212, C44, P9
6213, C45, P9
6214, C23, P20
6215, C6, P19
6216, C88, P5
6217, C10, P13
6218, C69, P17
6219, C21, P8
6220, C13, P3
6221, C79, P3
6222, C38, P9
6223, C26, P20
6224, C22, P17
6225, C92, P18
6226, C82, P20
6227, C84, P17
6228, C56, P1
6229, C61, P16
6230, C83, P1
6231, C94, P3
6232, C66, P18
6233, C76, P7
6234, C8, P8
6235, C20, P15
6236, C47, P15
6237, C82, P19
6238, C29, P1
6239, C75, P3
6240, C24, P15
6241, C54, P18
6242, C35, P18
6243, C24, P10
6244, C20, P20
6245, C26, P20
6246, C6, P1
6247, C20, P12
6248, C67, P3
6249, C55, P19
6250, C68, P7
6251, C47, P8
6252, C89, P4
6253, C82, P16
6254, C98, P9
6255, C89, P2
6256, C57, P6
6257, C17, P1
6258, C10, P20
6259, C73, P9
6260, C67, P7
6261, C1, P8
6262, C50, P11
6263, C96, P18
6264, C62, P7
6265, C36, P3
6266, C29, P4
6267, C68, P18
6268, C21, P12
6269, C94, P8
6270, C71, P7
6271, C47, P18
6272, C78, P5
6273, C54, P7
6274, C52, P10
6275, C98, P18
6276, C99, P9
6277, C62, P17
6278, C61, P8
6279, C97, P7
6280, C23, P18
6281, C74, P18
6282, C51, P13
6283, C36, P19
6284, C70, P18
6285, C13, P17
6286, C78, P1
6287, C49, P12
6288, C80, P2
6289, C42, P16
6290, C96, P10
6291, C92, P4
6292, C52, P3
6293, C48, P19
6294, C65, P11
6295, C51, P19
6296, C1, P20
6297, C42, P3
6298, C61, P9
6299, C10, P1
6300, C59, P12
6301, C73, P8
6302, C100, P2
6303, C75, P17
6304, C85, P18
6305, C50, P14
6306, C6, P15
6307, C18, P2
6308, C34, P14
6309, C1, P18
6310, C71, P6
6311, C90, P16
6312, C45, P11
6313, C6, P3
6314, C33, P20
6315, C51, P1
6316, C31, P15
6317, C24, P1
6318, C93, P13
6319, C19, P16
6320, C96, P1
6321, C52, P20
6322, C33, P6
6323, C87, P19
6324, C15, P19
6325, C46, P14
6326, C45, P1
6327, C86, P9
